from,to,action,p(s'a|s)
32,1450,4,0.06666666666666667
32,2369,1,0.06666666666666667
32,1521,0,0.022222222222222223
33,2218,0,0.04878048780487805
33,2218,2,0.024390243902439025
33,33,3,0.3170731707317073
33,33,4,0.2682926829268293
33,33,5,0.14634146341463414
33,1513,1,0.0975609756097561
33,1265,4,0.04878048780487805
33,1265,5,0.024390243902439025
33,921,0,0.024390243902439025
34,259,0,0.1640625
34,34,4,0.3463541666666667
34,34,5,0.005208333333333333
34,34,3,0.13802083333333334
34,34,0,0.07552083333333333
34,240,3,0.0078125
34,240,0,0.08072916666666667
34,240,4,0.08333333333333333
34,2067,0,0.020833333333333332
34,3004,1,0.015625
34,328,0,0.0390625
34,71,1,0.0026041666666666665
34,1188,2,0.0026041666666666665
34,545,0,0.005208333333333333
34,1107,0,0.0026041666666666665
34,954,0,0.0026041666666666665
34,1890,0,0.0026041666666666665
34,2994,1,0.0026041666666666665
34,2994,0,0.0026041666666666665
35,35,4,0.75
35,1827,3,0.125
35,1187,0,0.125
36,36,4,0.2857142857142857
36,1221,4,0.07142857142857142
36,1287,1,0.07142857142857142
36,2117,1,0.07142857142857142
36,2117,4,0.07142857142857142
36,2153,5,0.07142857142857142
36,2986,2,0.2857142857142857
36,1751,1,0.07142857142857142
37,1364,1,1.0
38,2361,4,0.1111111111111111
38,1889,2,0.2777777777777778
38,38,4,0.3888888888888889
38,2158,1,0.16666666666666666
38,1858,2,0.05555555555555555
39,1797,3,0.6506211180124224
39,529,3,0.006211180124223602
39,39,4,0.11180124223602485
39,2198,3,0.13975155279503104
39,997,3,0.043478260869565216
39,397,4,0.021739130434782608
39,2130,0,0.004658385093167702
39,416,0,0.006211180124223602
39,2993,1,0.013975155279503106
39,1616,3,0.0015527950310559005
40,40,4,0.4
40,40,1,0.4
40,2184,2,0.2
41,1507,1,0.03125
41,41,4,0.25
41,41,0,0.03125
41,433,5,0.09375
41,1969,3,0.40625
41,1821,3,0.125
41,2708,4,0.0625
42,42,5,0.25
42,42,2,0.25
42,42,4,0.25
42,639,3,0.25
43,43,3,0.29814814814814816
43,43,4,0.3314814814814815
43,43,5,0.1574074074074074
43,2919,2,0.046296296296296294
43,2919,0,0.05925925925925926
43,1409,1,0.05555555555555555
43,710,1,0.025925925925925925
43,291,0,0.003703703703703704
43,291,2,0.001851851851851852
43,2091,4,0.011111111111111112
43,2091,3,0.003703703703703704
43,2632,1,0.005555555555555556
44,1366,0,0.5
44,286,3,0.5
45,901,1,0.3031973539140022
45,45,4,0.37045203969129
45,45,3,0.12679162072767364
45,45,5,0.06174200661521499
45,578,1,0.0804851157662624
45,833,1,0.007717750826901874
45,2476,1,0.004410143329658214
45,2663,0,0.004410143329658214
45,584,2,0.020948180815876516
45,1275,1,0.0033076074972436605
45,1399,1,0.002205071664829107
45,669,1,0.006615214994487321
45,1201,1,0.0011025358324145535
45,2769,1,0.0011025358324145535
45,2035,1,0.0033076074972436605
45,2689,1,0.002205071664829107
46,2986,2,0.41379310344827586
46,46,4,0.41379310344827586
46,46,1,0.13793103448275862
46,198,2,0.034482758620689655
47,47,4,0.6666666666666666
47,1735,0,0.2222222222222222
47,1369,4,0.1111111111111111
48,701,1,0.42857142857142855
48,48,4,0.21428571428571427
48,48,5,0.14285714285714285
48,2693,3,0.07142857142857142
48,879,3,0.14285714285714285
49,49,4,0.3333333333333333
49,1097,2,0.3333333333333333
49,1530,3,0.3333333333333333
50,50,4,0.5
50,50,0,0.25
50,2685,3,0.25
51,2451,2,0.23773584905660378
51,51,4,0.47924528301886793
51,619,1,0.16226415094339622
51,619,4,0.06415094339622641
51,2474,1,0.018867924528301886
51,2110,2,0.03773584905660377
52,224,1,0.09523809523809523
52,224,4,0.05952380952380952
52,224,3,0.023809523809523808
52,1292,0,0.10714285714285714
52,52,3,0.17857142857142858
52,52,4,0.17857142857142858
52,1675,0,0.32142857142857145
52,2369,1,0.023809523809523808
52,1106,0,0.011904761904761904
53,53,4,0.5735294117647058
53,53,3,0.17647058823529413
53,1441,5,0.17647058823529413
53,813,2,0.04411764705882353
53,420,5,0.014705882352941176
53,583,0,0.014705882352941176
54,759,0,0.3333333333333333
54,1173,0,0.2222222222222222
54,54,4,0.18518518518518517
54,54,3,0.2222222222222222
54,302,1,0.037037037037037035
55,55,4,0.6666666666666666
55,55,5,0.16666666666666666
55,1872,2,0.16666666666666666
56,226,2,1.0
57,1306,2,1.0
58,58,4,0.7096774193548387
58,58,3,0.03225806451612903
58,2816,2,0.12903225806451613
58,2394,1,0.03225806451612903
58,988,4,0.06451612903225806
58,945,0,0.03225806451612903
59,59,4,0.5
59,632,2,0.5
60,60,4,0.5
60,1183,1,0.5
61,3007,4,0.5294117647058824
61,61,4,0.35294117647058826
61,395,2,0.058823529411764705
61,912,2,0.058823529411764705
62,2407,4,0.5
62,2407,0,0.5
63,63,4,0.75
63,376,2,0.25
64,64,4,0.5
64,64,1,0.16666666666666666
64,2318,3,0.16666666666666666
64,2235,1,0.16666666666666666
65,386,4,0.3548387096774194
65,386,5,0.08064516129032258
65,386,2,0.04838709677419355
65,1805,0,0.1774193548387097
65,228,5,0.08064516129032258
65,228,2,0.016129032258064516
65,228,4,0.03225806451612903
65,624,1,0.08064516129032258
65,65,5,0.016129032258064516
65,65,4,0.04838709677419355
65,1132,3,0.03225806451612903
65,2455,0,0.03225806451612903
66,66,1,0.3333333333333333
66,2676,4,0.3333333333333333
66,1488,2,0.3333333333333333
67,67,4,0.22641509433962265
67,67,2,0.32075471698113206
67,67,5,0.018867924528301886
67,331,1,0.03773584905660377
67,1703,3,0.0660377358490566
67,1009,0,0.07547169811320754
67,1704,4,0.018867924528301886
67,2714,3,0.009433962264150943
67,965,4,0.03773584905660377
67,965,2,0.02830188679245283
67,2808,1,0.03773584905660377
67,2767,4,0.018867924528301886
67,1097,4,0.009433962264150943
67,1097,2,0.009433962264150943
67,428,0,0.0660377358490566
67,1413,0,0.009433962264150943
67,1071,2,0.009433962264150943
68,2526,2,1.0
69,1486,2,0.6666666666666666
69,2444,4,0.3333333333333333
70,864,0,1.0
71,71,4,0.36046511627906974
71,71,1,0.1511627906976744
71,71,3,0.011627906976744186
71,1188,2,0.16279069767441862
71,2067,0,0.05813953488372093
71,2521,2,0.03488372093023256
71,240,3,0.10465116279069768
71,240,0,0.011627906976744186
71,3004,4,0.05813953488372093
71,3004,1,0.023255813953488372
71,1393,5,0.011627906976744186
71,328,0,0.011627906976744186
72,2377,2,0.7777777777777778
72,72,4,0.1111111111111111
72,2821,5,0.1111111111111111
73,1394,1,0.6428571428571429
73,1903,1,0.2857142857142857
73,73,4,0.07142857142857142
74,579,4,0.5
74,74,4,0.25
74,259,0,0.25
75,1332,0,0.25
75,1711,2,0.16666666666666666
75,75,4,0.4166666666666667
75,2982,4,0.08333333333333333
75,369,0,0.08333333333333333
76,1100,2,1.0
77,2342,4,0.020694752402069475
77,2342,1,0.0014781966001478197
77,77,4,0.5454545454545454
77,77,1,0.08425720620842572
77,2165,0,0.011825572801182557
77,863,2,0.2860310421286031
77,786,2,0.008130081300813009
77,2804,5,0.015521064301552107
77,2372,3,0.025129342202512936
77,1545,3,0.0007390983000739098
77,1064,3,0.0007390983000739098
78,51,1,1.0
79,95,1,0.5833333333333334
79,557,1,0.3333333333333333
79,1828,1,0.08333333333333333
80,80,1,0.40707964601769914
80,80,4,0.21238938053097345
80,80,5,0.10619469026548672
80,534,2,0.19469026548672566
80,1340,4,0.02654867256637168
80,1340,1,0.017699115044247787
80,573,0,0.008849557522123894
80,2438,2,0.017699115044247787
80,2739,0,0.008849557522123894
81,81,4,0.6
81,81,0,0.2
81,2262,3,0.2
82,2949,3,0.1111111111111111
82,139,3,0.037037037037037035
82,1655,4,0.07407407407407407
82,1931,4,0.18518518518518517
82,1931,0,0.07407407407407407
82,1887,3,0.037037037037037035
82,82,4,0.2222222222222222
82,82,0,0.14814814814814814
82,764,2,0.037037037037037035
82,2883,5,0.07407407407407407
83,83,4,0.375
83,338,1,0.25
83,2992,2,0.125
83,2420,4,0.125
83,1408,2,0.125
84,2877,1,0.6666666666666666
84,1466,1,0.3333333333333333
85,85,3,0.18867924528301888
85,85,4,0.2830188679245283
85,85,5,0.03773584905660377
85,85,1,0.03773584905660377
85,2325,0,0.16981132075471697
85,1765,3,0.018867924528301886
85,214,4,0.018867924528301886
85,214,3,0.018867924528301886
85,214,1,0.018867924528301886
85,2240,2,0.1320754716981132
85,342,0,0.018867924528301886
85,2234,0,0.018867924528301886
85,1688,1,0.018867924528301886
85,1469,2,0.018867924528301886
86,1792,4,0.05555555555555555
86,1263,0,0.16666666666666666
86,86,4,0.3888888888888889
86,86,3,0.2222222222222222
86,246,0,0.05555555555555555
86,778,0,0.05555555555555555
86,818,0,0.05555555555555555
87,87,4,0.5
87,1621,2,0.5
88,88,5,0.5
88,88,4,0.2
88,381,1,0.2
88,2894,0,0.1
89,640,2,0.625
89,89,4,0.125
89,89,0,0.25
90,90,4,0.5
90,90,0,0.25
90,1666,4,0.25
91,775,5,0.3333333333333333
91,91,4,0.3333333333333333
91,91,2,0.3333333333333333
92,92,4,0.516042780748663
92,92,3,0.008021390374331552
92,550,5,0.45187165775401067
92,2063,4,0.0066844919786096255
92,2005,1,0.001336898395721925
92,2414,0,0.00267379679144385
92,2850,1,0.004010695187165776
92,79,5,0.004010695187165776
92,705,1,0.004010695187165776
92,977,1,0.001336898395721925
93,398,3,0.311787072243346
93,93,4,0.5152091254752852
93,93,0,0.09505703422053231
93,1107,5,0.045627376425855515
93,1331,4,0.005703422053231939
93,1331,0,0.0038022813688212928
93,2809,3,0.009505703422053232
93,1393,1,0.0076045627376425855
93,2195,1,0.0019011406844106464
93,101,1,0.0038022813688212928
94,94,4,0.5
94,307,4,0.125
94,678,3,0.375
95,95,4,0.15384615384615385
95,95,1,0.02564102564102564
95,2334,1,0.05128205128205128
95,1486,2,0.5384615384615384
95,2872,2,0.1794871794871795
95,557,4,0.05128205128205128
96,96,4,0.4409448818897638
96,96,5,0.09055118110236221
96,96,0,0.023622047244094488
96,387,2,0.23228346456692914
96,1723,1,0.047244094488188976
96,1723,5,0.003937007874015748
96,1723,4,0.011811023622047244
96,1747,5,0.023622047244094488
96,1747,4,0.05905511811023622
96,587,4,0.003937007874015748
96,587,1,0.007874015748031496
96,640,2,0.047244094488188976
96,2674,2,0.007874015748031496
97,97,1,0.3233644859813084
97,97,4,0.32710280373831774
97,831,2,0.16074766355140188
97,2126,1,0.016822429906542057
97,2126,4,0.029906542056074768
97,2203,5,0.016822429906542057
97,217,0,0.09345794392523364
97,890,2,0.013084112149532711
97,980,0,0.005607476635514018
97,396,3,0.013084112149532711
98,3007,2,1.0
99,99,4,0.4943820224719101
99,99,5,0.011235955056179775
99,740,2,0.08426966292134831
99,272,2,0.3539325842696629
99,1190,4,0.056179775280898875
100,2829,2,0.05982905982905983
100,2829,4,0.1623931623931624
100,2829,5,0.03418803418803419
100,2430,3,0.017094017094017096
100,2832,1,0.017094017094017096
100,100,4,0.26495726495726496
100,100,2,0.1623931623931624
100,100,5,0.10256410256410256
100,1584,1,0.1111111111111111
100,2066,0,0.008547008547008548
100,1381,3,0.008547008547008548
100,186,0,0.042735042735042736
100,2811,4,0.008547008547008548
101,1393,1,0.2558139534883721
101,1393,4,0.03875968992248062
101,1393,3,0.03294573643410853
101,101,4,0.29457364341085274
101,101,3,0.14922480620155038
101,101,5,0.001937984496124031
101,93,0,0.1686046511627907
101,2006,2,0.023255813953488372
101,1079,5,0.001937984496124031
101,2065,1,0.01744186046511628
101,2700,0,0.009689922480620155
101,1750,2,0.003875968992248062
101,398,0,0.001937984496124031
102,2520,5,0.32844243792325056
102,102,4,0.4068848758465011
102,102,2,0.1930022573363431
102,2961,4,0.02652370203160271
102,2961,2,0.009029345372460496
102,692,0,0.011286681715575621
102,397,5,0.02144469525959368
102,116,1,0.0028216704288939053
102,1790,0,0.000564334085778781
103,103,4,0.37383177570093457
103,103,3,0.037383177570093455
103,2380,5,0.056074766355140186
103,1001,5,0.2523364485981308
103,2369,1,0.1308411214953271
103,333,4,0.09345794392523364
103,333,3,0.009345794392523364
103,224,1,0.04672897196261682
104,1122,4,0.14285714285714285
104,2669,2,0.7142857142857143
104,104,4,0.14285714285714285
105,1136,4,0.5
105,1951,4,0.5
106,1380,1,0.6666666666666666
106,1016,1,0.16666666666666666
106,106,4,0.16666666666666666
107,2957,3,0.5
107,384,0,0.07142857142857142
107,107,0,0.2857142857142857
107,107,4,0.14285714285714285
108,1621,2,0.14925373134328357
108,108,4,0.47761194029850745
108,108,3,0.13432835820895522
108,1148,0,0.14925373134328357
108,608,5,0.014925373134328358
108,541,1,0.05970149253731343
108,1897,0,0.014925373134328358
109,109,4,0.5384615384615384
109,109,3,0.07692307692307693
109,109,1,0.07692307692307693
109,148,4,0.07692307692307693
109,3008,0,0.07692307692307693
109,663,1,0.07692307692307693
109,2858,5,0.07692307692307693
110,534,4,1.0
111,2062,4,0.125
111,2062,0,0.03125
111,2062,3,0.020833333333333332
111,111,1,0.010416666666666666
111,111,4,0.40625
111,111,0,0.020833333333333332
111,111,3,0.10416666666666667
111,111,5,0.010416666666666666
111,2860,0,0.020833333333333332
111,496,0,0.17708333333333334
111,2219,2,0.020833333333333332
111,163,0,0.03125
111,707,0,0.010416666666666666
111,2567,2,0.010416666666666666
112,112,4,0.4
112,112,5,0.2
112,112,0,0.2
112,2665,2,0.2
113,2035,4,0.2
113,113,4,0.6
113,1774,1,0.2
114,114,4,0.6666666666666666
114,1738,2,0.3333333333333333
115,2197,2,0.6470588235294118
115,665,1,0.17647058823529413
115,2627,2,0.058823529411764705
115,115,4,0.11764705882352941
116,116,4,0.3333333333333333
116,2961,2,0.4166666666666667
116,607,2,0.16666666666666666
116,2912,4,0.08333333333333333
117,117,4,0.5
117,264,0,0.25
117,2816,2,0.25
118,1424,2,0.36
118,118,4,0.26
118,118,1,0.04
118,118,5,0.04
118,2294,3,0.06
118,2622,4,0.1
118,2622,1,0.02
118,2622,0,0.04
118,1324,3,0.04
118,835,2,0.04
119,2735,1,0.10204081632653061
119,1711,2,0.04081632653061224
119,119,4,0.3673469387755102
119,119,3,0.061224489795918366
119,2139,4,0.12244897959183673
119,2139,0,0.061224489795918366
119,1211,4,0.061224489795918366
119,1211,3,0.02040816326530612
119,436,0,0.02040816326530612
119,363,0,0.08163265306122448
119,1624,1,0.04081632653061224
119,1324,4,0.02040816326530612
120,120,3,0.17647058823529413
120,120,4,0.47058823529411764
120,120,5,0.11764705882352941
120,2870,1,0.11764705882352941
120,1427,0,0.058823529411764705
120,1206,1,0.058823529411764705
121,121,4,0.6
121,121,0,0.1
121,121,5,0.1
121,64,3,0.1
121,2985,2,0.1
122,1839,0,1.0
123,123,4,0.5
123,1567,4,0.5
124,524,3,0.3492063492063492
124,124,4,0.31746031746031744
124,124,0,0.1746031746031746
124,1273,3,0.07936507936507936
124,1107,0,0.047619047619047616
124,1107,4,0.015873015873015872
124,370,1,0.015873015873015872
125,1028,2,1.0
126,126,4,0.36867862969004894
126,126,1,0.06525285481239804
126,256,2,0.22022838499184338
126,2350,2,0.01794453507340946
126,1401,5,0.200652528548124
126,713,0,0.03425774877650897
126,1253,4,0.024469820554649267
126,1253,1,0.0032626427406199023
126,2721,5,0.01468189233278956
126,1512,5,0.01468189233278956
126,225,4,0.01631321370309951
126,1702,3,0.004893964110929853
126,2057,2,0.009787928221859706
126,734,5,0.0016313213703099511
126,2048,0,0.0016313213703099511
126,366,4,0.0016313213703099511
127,2669,2,0.17008196721311475
127,127,1,0.0430327868852459
127,127,4,0.48565573770491804
127,127,5,0.010245901639344262
127,2159,0,0.22336065573770492
127,1412,4,0.02459016393442623
127,1412,1,0.0020491803278688526
127,1412,5,0.0020491803278688526
127,2206,0,0.010245901639344262
127,2828,2,0.010245901639344262
127,1910,2,0.010245901639344262
127,2968,0,0.006147540983606557
127,757,4,0.0020491803278688526
128,1567,5,0.4
128,123,5,0.2
128,128,4,0.4
129,1979,0,0.15384615384615385
129,107,0,0.05128205128205128
129,129,3,0.10256410256410256
129,129,1,0.15384615384615385
129,129,4,0.07692307692307693
129,512,4,0.02564102564102564
129,1927,2,0.3076923076923077
129,2056,0,0.1282051282051282
130,130,0,0.2857142857142857
130,2296,4,0.14285714285714285
130,800,3,0.5714285714285714
131,131,4,0.2
131,946,0,0.2
131,420,3,0.2
131,2082,0,0.2
131,438,0,0.2
133,133,4,0.5
133,2297,4,0.5
134,2972,4,0.0421455938697318
134,497,3,0.0842911877394636
134,134,4,0.09578544061302682
134,355,3,0.6628352490421456
134,1647,1,0.011494252873563218
134,401,3,0.019157088122605363
134,2587,3,0.04597701149425287
134,2343,1,0.019157088122605363
134,1533,3,0.007662835249042145
134,1705,4,0.007662835249042145
134,2245,3,0.0038314176245210726
135,135,0,0.5
135,2691,5,0.5
136,136,4,0.16346153846153846
136,136,3,0.32211538461538464
136,136,0,0.004807692307692308
136,2974,0,0.11538461538461539
136,2974,3,0.0673076923076923
136,2974,4,0.014423076923076924
136,1781,0,0.21634615384615385
136,2610,3,0.02403846153846154
136,2610,4,0.004807692307692308
136,1337,1,0.014423076923076924
136,1225,0,0.004807692307692308
136,2341,0,0.019230769230769232
136,805,0,0.004807692307692308
136,1189,0,0.004807692307692308
136,547,0,0.014423076923076924
136,1866,0,0.004807692307692308
137,2138,1,0.4444444444444444
137,137,4,0.2222222222222222
137,137,2,0.1111111111111111
137,557,1,0.2222222222222222
138,138,4,0.5
138,138,0,0.25
138,181,3,0.25
139,139,4,0.4
139,139,3,0.2
139,1363,4,0.2
139,93,0,0.1
139,2305,1,0.1
140,1703,2,0.5
140,390,0,0.5
141,2090,4,0.31896551724137934
141,2090,2,0.017241379310344827
141,2090,5,0.004310344827586207
141,1447,3,0.11206896551724138
141,1562,0,0.08189655172413793
141,167,1,0.03017241379310345
141,141,4,0.22844827586206898
141,141,2,0.01293103448275862
141,1932,3,0.07758620689655173
141,2381,0,0.11206896551724138
141,1780,1,0.004310344827586207
142,142,3,0.6
142,142,4,0.2
142,2087,0,0.2
143,2169,1,0.3611111111111111
143,143,4,0.2847222222222222
143,143,5,0.013888888888888888
143,1285,1,0.18055555555555555
143,1431,4,0.041666666666666664
143,1278,1,0.08333333333333333
143,2677,1,0.006944444444444444
143,2591,1,0.006944444444444444
143,467,2,0.013888888888888888
143,60,1,0.006944444444444444
144,144,4,0.4375
144,144,0,0.125
144,144,5,0.14583333333333334
144,1682,2,0.08333333333333333
144,1755,4,0.041666666666666664
144,1755,5,0.08333333333333333
144,1755,0,0.041666666666666664
144,378,2,0.041666666666666664
145,1560,2,1.0
146,1729,1,1.0
147,1419,1,0.9411764705882353
147,2722,1,0.058823529411764705
148,1908,2,1.0
149,2269,3,1.0
150,2310,1,0.2463768115942029
150,150,4,0.5507246376811594
150,150,5,0.08695652173913043
150,155,4,0.014492753623188406
150,155,3,0.014492753623188406
150,982,1,0.08695652173913043
151,2088,2,1.0
152,152,4,0.5223915050784856
152,152,1,0.024930747922437674
152,152,5,0.007848568790397045
152,975,0,0.14219759926131118
152,1999,4,0.027931671283471838
152,1999,1,0.0004616805170821791
152,1999,5,0.0006925207756232687
152,1305,2,0.2518467220683287
152,620,0,0.001615881809787627
152,990,2,0.006232686980609419
152,327,0,0.003231763619575254
152,1226,3,0.0013850415512465374
152,1956,2,0.0025392428439519853
152,1623,4,0.006232686980609419
152,1623,5,0.00023084025854108956
152,1072,4,0.00023084025854108956
153,153,4,0.5
153,153,0,0.125
153,153,5,0.125
153,1820,3,0.125
153,141,2,0.125
154,154,0,0.11538461538461539
154,154,4,0.46153846153846156
154,154,5,0.038461538461538464
154,1475,2,0.038461538461538464
154,2913,1,0.07692307692307693
154,2791,2,0.2692307692307692
155,150,4,0.25
155,1625,1,0.25
155,155,4,0.25
155,982,1,0.25
156,156,4,0.5
156,156,1,0.16666666666666666
156,1485,4,0.16666666666666666
156,783,1,0.16666666666666666
157,2683,1,1.0
158,158,3,0.5714285714285714
158,158,4,0.14285714285714285
158,2647,2,0.14285714285714285
158,821,5,0.14285714285714285
159,159,4,0.5
159,2369,1,0.5
160,1536,2,1.0
161,2658,0,0.5833333333333334
161,161,4,0.25
161,161,3,0.08333333333333333
161,2771,4,0.08333333333333333
162,162,4,0.4
162,162,5,0.2
162,848,0,0.4
163,1933,3,0.3333333333333333
163,163,4,0.25
163,111,1,0.08333333333333333
163,707,0,0.16666666666666666
163,2999,3,0.08333333333333333
163,291,5,0.08333333333333333
164,1778,2,1.0
165,253,0,0.034482758620689655
165,888,0,0.14942528735632185
165,165,4,0.4827586206896552
165,165,0,0.09195402298850575
165,165,3,0.04597701149425287
165,1802,5,0.011494252873563218
165,1802,4,0.11494252873563218
165,1802,0,0.022988505747126436
165,837,2,0.011494252873563218
165,1212,1,0.011494252873563218
165,2931,1,0.011494252873563218
165,2926,0,0.011494252873563218
166,166,4,0.25
166,1660,2,0.5
166,557,1,0.25
167,167,4,0.5609756097560976
167,167,5,0.0975609756097561
167,837,3,0.17073170731707318
167,296,0,0.07317073170731707
167,905,2,0.024390243902439025
167,2381,0,0.04878048780487805
167,1780,4,0.024390243902439025
168,1298,2,1.0
169,213,3,1.0
170,2842,4,0.3333333333333333
170,170,5,0.3333333333333333
170,784,0,0.3333333333333333
171,171,4,0.5
171,171,0,0.25
171,2595,2,0.25
172,2990,2,1.0
173,173,4,0.5135135135135135
173,173,2,0.02702702702702703
173,173,5,0.02702702702702703
173,126,1,0.32432432432432434
173,225,1,0.02702702702702703
173,713,0,0.02702702702702703
173,256,4,0.02702702702702703
173,1101,4,0.02702702702702703
174,2802,4,0.03773584905660377
174,2802,5,0.11320754716981132
174,174,5,0.3490566037735849
174,174,4,0.1320754716981132
174,174,3,0.009433962264150943
174,728,1,0.25471698113207547
174,1114,1,0.009433962264150943
174,1564,1,0.0660377358490566
174,554,0,0.009433962264150943
174,1721,0,0.018867924528301886
175,2707,1,0.5263157894736842
175,2707,4,0.05263157894736842
175,175,4,0.15789473684210525
175,1286,1,0.10526315789473684
175,1208,2,0.10526315789473684
175,1924,2,0.05263157894736842
176,1066,2,1.0
177,177,4,0.6666666666666666
177,476,1,0.3333333333333333
178,178,3,0.5
178,178,4,0.25
178,814,5,0.25
179,179,3,0.125
179,179,4,0.375
179,847,4,0.0625
179,1425,0,0.25
179,2352,1,0.125
179,767,2,0.0625
180,180,4,0.3333333333333333
